ProductId,Score,Summary,Text
B002FJM9SU,4,Arsenic? Who do I believe? Can I trust the other formulas? What's next?,"I have supplemented my baby with this formula since birth, he is now 6 mths and I have had no issues with it. He is actually quite advance in his development. When we did experience issue with constipation it was not because of the formula but instead because of the solids we had introduced him to. We gave him both banana and applesauce and later found out that these two fruits cause constipation. We stopped giving him the applesauce and now give him pureed prunes plus mix this in his sweet potato and now his stool is soft once more.<br /><br />&lt;Exhale>..... reports now show that the organic brown rice syrup in this formula contains arsenic, Natures One the company that produces this cereal states that "" Nature's One's California based supplier of U.S. grown organic brown rice syrup uses a qualified, world renowned, third-party, independent lab to test arsenic levels in their organic brown rice syrup.  Their testing results report undetectable amounts of arsenic at laboratory testing limits.  The Environmental Science & Technology extensively tested rice and found California organic brown rice to be the lowest for arsenic [Environ Health Perspective. 2007 June; 115(6): A296].test by a 3rd party""<br /><br />Who do I believe, the reports are showing that its the Baby's Only formula that tested high for the arsenic levels... but then again, is this arsenic report another plot against ""Organic"" foods because the mega growers are loosing money due to many people turning to organic foods or are they correct. The reason I did not initially purchase ""Earths Best"" was because I read that the DHA/ARA in the formula was extracted by use of Toxic Hexane Formula. If I switch from Baby's only to Earths Best am I moving from one evil to another evil?<br /><br />I say a prayer before my baby and I eat. Everything we eat seems to have something added that is not good for us. Does not seem like we can win this fight for good, healthy, safe food. God bless and protect us all."
B002FJM9SU,5,"This is the best, healthiest formula on the market that I could find!","After trying to nurse my son for the first month under very challenging circumstances, I found it necessary to switch to formula. I started with Similac, as that was all I had on hand from offers sent in the mail. I did lots of research and finally settled on Baby's Only Organic Dairy Formula. I have been feeding this formula to my son ever since he was about a month and a half. I give him a little bit of probiotics and vitamin D3 each day--as recommended by my amazing, unique holistic / MD pediatrician, and this has really helped to build his immune system. He also is able to digest his food beautifully! I have read that it is good for babies to get used to lactose, rather than automatically going for the sensitive, lactose free options. I believe that my son might have a tiny bit of difficulty digesting any formula without the aid of probiotics, but with the probiotics, he is able to digest his formula really well.<br /><br />I LOVE this formula! It is the only one on the market that I could find without the unnecessary and deceiving ""DHA/ARA for brain and eye development"" added, which uses Hexane to extract or produce it for use in baby formulas. Baby's only has the natural fatty acids that help the human body to produce it's own DHA/ARA for brain and eye development. The other formula's use this additive in a very deceptive way--basically just as a selling point by making you think it is something your baby won't get unless it's added, which isn't true!<br /><br />Additionally, Baby's Only appears to be a company of integrity, and I love that. They purposefully label this as a toddler formula, simply because they believe mothers should breast feed their babies for the first 12 months, if at all possible. This formula has all of the necessary nutrients for infant development, and it is comparable to any other top one on the market--only it is less expensive, AND organic!<br /><br />My baby boy smells SO good, and his diapers smell like a normal, healthy breast fed baby's diapers. There is no strong or offensive odor as sometimes caused by other formulas.<br /><br />Check out Baby's Only Organics official site by doing a search online for more excellent information on this awesome product! Absolutely recommended for babies of ALL ages! Best wishes to you!"
B002FJM9SU,5,Great Formula!,"I love this formula! It's great for babies and not full of tons of chemicals and waste.  I started my daughters on this formula to supplement because I couldn't keep up with her appetite. Other formulas taste HORRIBLE, and had a bad metallic taste. This formula tastes much better and smells better too. My child didn't have any problems with constipation but her BM's where much more pasty compared to the watery breast milk ones. If you do feed this is an infant make sure you give them a **VITIAMIN D SUPPLEMENT**. This formula does not contain enough vitamin d, but and neither does breast milk (so no biggie). But it has just enough and (in most cases) more vitamins than other formulas! It's nice to know you're not giving your baby crap. I would recommend this, BUT do not go with Earth's Best, it contains hexane which is dangerous for babies. My only complaint would be that it is foamy, but if you let it sit for a few minutes then it goes away. :)"
B002FJM9SU,2,Constipation,"We have a 7 week old and his stool was extremely hard and dry after using this formula. I very much wanted it to work, but be careful with it...our child was wincing in pain with each bowel movement. That can eventually lead to fissures and blood in the stool. Maybe if he were older he could handle this formula...real bummer:("
B002FJM9SU,5,Still using and still happy,After much debate over the brown rice syrup and detailed reports of arsenic we have decided to stick with this product and are ultimately VERY happy with it.  My daughter has not handled other formulas as well (either stomach cramps or runny poo) and I do not produce enough milk to sustain her on breast milk alone.
B002FJM9SU,3,Terrible constipation!,"It's a great formula, I just wish that it worked for my little guy. My son went 4 days with out a bowel movement and sat crying for the next two days. It was the worst thing ever!!! I gave him fruit as well as cod liver oil but it didn't seem to work at all. I'm talking rock hard poo's that made my son experience a lot of pain! I would be very reluctant to use this formula again until he's much older and using this as just a supplement once in awhile with food. For now he is mostly on formula with a few little snacks here and there. I'm back to using Earths Best, since it seems to make my guy healthy. Sorry Baby's Only I really did try to love you!"
B002FJM9SU,4,Best Alternative to Breast Milk that I Have Found,"I planned to nurse my twins exclusively.  However, after hospitalization with pneumonia, CT scan, and hospitalization for a major surgery, I was going through my frozen supply of breast milk quickly.  I realized that we would need to start doing one feeding per day in order to not run out.  I have not been able to get my supply back yet, so we are still using formula once/day.<br /><br />I knew I wanted to choose an organic formula.  I found that Earth's Best was most accessible, and I found that Baby's Only was less accessible but easy to find online.  I immediately started researching.  Please do your own research as things change and information is not always accurate, but here is what I found in my search.<br /><br />First I looked at BPA.  BPA is leached into liquid formula.  Both Earth's Best and Baby's Only are powdered, but I looked into it anyway.  Earth's Best uses BPA in the lining of its metal cans.  Baby's Only has BPA-free packaging.<br /><br />Next, I looked into percholate (jet fuel component that has been found in many types of formula).  The CDC did not have Earth's Best or Baby's Only in its testing results that I could find.  I found in other places on the internet that neither of these contain percholate.<br /><br />Earth's Best contains DHA and ARA for brain development.  Baby's Only sells DHA and ARA in little packets so you can mix them into the formula, sprinkle on cereal, etc.  I read further into the extraction process by Cornucopia Institute (a dot org site).  Earth's Best uses an extraction method to get the DHA/ARA that involves the chemical hexane as well as a bleaching and deodorizing process.  Baby's Only uses a water process.<br /><br />After this, I went with the Baby's Only.  I was worried my twins wouldn't take it after only drinking breast milk for 7 months, but they love the taste of it.  Also,  Baby's Only is listed as ""Toddler Formula"" on the can, but it is also for babies.  The company just promotes that breast milk is best for the first year.  You can buy it online in bulk 12 or 24 at a time to get the best price.<br /><br />The formula gets a little bubbly when you mix it up.  I have found that if I whisk it with a small amount of water then add the rest of the water it keeps the bubbles to a minimum.  Otherwise, the bubbles aren't a big deal anyway.  They typically float to the bottom of the bottle (during feeding when it is upside down), so I don't let the babies drink that part to avoid gas.<br /><br />I hope this helps someone.  I spent a lot of time finding a formula I was comfortable with.<br /><br />UPDATE:  With all of the information that has come out about arsenic, that is on my radar as well.  Baby's Only's first ingredient is Organic Brown Rice Syrup, which has been the topic of arsenic studies.  I contacted Baby's Only and was pleased with the quick response the same day.  I got a follow up email a few weeks later saying Baby's Only had independent testing done on its formula and it was declared ""safe.""  I tried to understand the testing and tolerances in the studies, but it was a bit over my head.  Apparently the Dartmouth study did not use acceptable testing methods which are prone to false positives of arsenic due to sugar carbons.  However, I still have concerns.  Earth's Best does not contain Organic Brown Rice Syrup.  I guess that leaves me wondering which is worse--BPA and hexane or supposedly-safe levels of arsenic.  It is very frustrating!"
B002FJM9SU,1,three brown hairs found in the formula!,I've been buying this formula for 3 months and my daughter likes it more than the other brands we tried before. But today opening one of the cans from the latest delivery by amazon I found three brown hairs in the powder! This makes me very concerned about the quality control of this product. And I wonder whether I should continue using it.<br />If it were not for this incident I would have rated this formula as 5*.
B002FJM9SU,3,Really really wanted to like this formula,"My little one is lip tied and I have had to pump for her, and I sometimes needed a mommy break and so we began supplementing her. We were using Gerber Goodstart Protect, with no issues really except it smells terrible. I wanted her to have something more natural, so at 4 months, we began to transition her to this formula.  It smells like real food! I love the ingredients compared to the Good Start, hence my rating as high as it is, but oh my goodness, the constipation is horrid! Her poos are hard hard hard. Like, way harder than when they start eating solid food! completely formed and don't even stick to the diaper at all. My pediatrician has had me start adding more water to her bottle vs powder, and giving her pear juice. So far it's not helping, maybe I'm not doing enough of it. I don't want to be feeding her too much empty juice calories though.  I don't want to give up on this formula, as it's so much more natural, but my seeing my little baby screaming her way through a poo is not okay."
B002FJM9SU,5,An amazing formula option,"Both of our sons loved (and love - our 11mo) Baby's Only formula.  Neither would drink Earth's Best - no wonder if you taste or smell them as they are very different.  We have not tried any of the other organic formulas.  I was pleased with Baby's Only ingredients (and price) and our boys have thrived on it.  Similar to breast milk, it does not stain either.  I hate that Whole Foods stopped carrying it because of the false arsenic claims.  Even after more research proving otherwise, they have not started carrying again, so we always have to watch our supply and make sure we order more before we run out!"
B002FJM9SU,5,Wonderful formula!,"After my sister-in-law struggled to produce enough milk following breast surgery, she finally had to switch to infant formula. We researched formulas and finally settled on this one. My nephew you loved it and has thrived on this formula. As far as the arsenic concerns, the sugar content in brown rice syrup can create false positives on certain lab tests for arsenic. Duke University used a control with much lower levels of sugar in it and tested on equipment not capable of the very sensitive testing required for this sort of comparison. It was honestly very irresponsible of them to declare their finding accurate. It has been show through specialized testing their findings were completely inaccurate. That being said I am sure Natures One will be going out of their way now to find brown rice with even lower levels of arsenic. I will not hesitate to use this product with my own infant due in October."
B002FJM9SU,5,babys only is the best formula on the market hands down!,"I did so much research as to what formula will be best for our child. We wanted to choose organic definately and was willing to pay the cost. Then we came across this brand and instantly fell in love. I love the fact that they support breast feeding and insist babies be fed just that for first year but ofcourse we all know it is not always as easy as it sounds. I breast fed my baby for first 6 months exclusively and pumped exclusively as she would never latch. When I weaned him off breast milk, we started him on babys only organic formula. our son love it! He has never had any problems with it. No constipation at all infact he goes x2-x3 daily. I have also read some bad stuff on internet such as the recent study  condeming this formula and yet I still stand by it and will continue using it. I would say to the company, keep on making good formula for little ones but if at any chance you are thinking or doing any harm to our little ones, you must stop immediately as we all have faith in you. i bought my formula on amazon it is definately much cheaper than other places"
B002FJM9SU,2,constipation constipation constipation,"I never bothered to write a review although i shop at Amazon a lot, but in this case, it concerns my child's health, so I have to write one. This is the best formula for its ""organic""-ness and taste. But it caused ""serious"" constipation to my baby. She was in so much pain when passing stool, and when the stool finally came out, it was so hard and firm, no wonder. I plan to stop it immediately and switch to other formula, I simply can not put my baby under such horrible condition. So try it for a few days to see if it works for your baby, if it does, great! if it does not and cause constipation, stop immediately."
B002FJM9SU,1,Horrible on the Stomach,"I read the reviews and thought I would try the formula even though there were some complaints of constipation, my daughter is on prophylaxis antibiotics and I hoped that would even it out. The first day was okay, I guess she still had some of her previous formula still in her system. Days 2-6 got worse and worse. Day 2 started the constipation which continued into day 3. Days 4-6 there was no bowel movement and my daughter's stomach was rock hard. After her crying at the top of her lungs I gave up on the organic formula and switched her back to her previous formula. Within 2 bottles she had 3 bms. Her stomach may have evened out if we kept her on it longer, however I could tell she was hurting and did not want to try any longer.<br />FYI: Amazon was great and issued a refund so it was worth a try, it just didn't work out for us"
B002FJM9SU,5,Taking recent reports with a grain of salt,"Due to a nurse recommendation,  we started our baby off on RTF (Ready to Feed) ProSobee until we read about it having the highest BPA concentration in their cans of all RTF formulas. The report from Enfamil stating that ""people only use RTF formulas infrequently, and primarily use powder formulas"" confirmed they didn't really care.<br />A little more research showed that Soy has high concentrations of Aluminum and Estrogen, neither of which did we want for our Baby Boy. Thus we decided to try switching to a dairy-based product.<br />After EXTENSIVE research, taking into consideration BPA levels, flouride levels, melamine concerns, and corn syrup, our list quickly shrunk to Earth's Best and Nature's One.  Nature's One appeared better since Earth's Best uses hexane to extract their DHA, however the constipation reports with Nature's One convinced us to try Earth's Best first, especially since our baby was only 4 months old.<br />After a week of transition to Earth's Best (1 can), our baby was having trouble sleeping through the night, his stool was loose and green, he had a fussy tummy, and we were wondering if he had a milk allergy. Since several reviews had mentioned babies quickly taking to Nature's One, we decided to give it a try before switching back to Soy.<br />Right off the bat, Nature's One mixes so much easier and more completely with water than Earth's Best did. It doesn't clump, looks cleaner and tastes MUCH better (yes, we both tried it). It didn't surprise us when our son immediately took to it. Additionally, however, to our amazement and delight, his stool firmed back up, was no longer green, and he started sleeping through the night again!  5 days later... the reports of arsenic popped up on every news channel possible. Argh!<br />From the research available, it appears Nature's One is the only manufacturer that doesn't use some form of corn syrup, melamine, nor hexane. They also appear to use the most expensive ingredients, yet provide a very affordable product (it's comparably priced to the mass-produced brands).  We were disappointed to hear of this new concern, but are taking the recent reports with a grain of salt. Here's why:<br />1) California-grown Brown Rice has 41% lower arsenic levels than other US-grown Brown Rice<br />2) These tests were done at one University, who didn't specifically name Nature's One Baby's Only (possibly so they can't be sued?)<br />3) The tests showed inorganic arsenic levels ""as high as"" twice the limits allowed in US drinking water (10 parts/billion), yet the levels shown to cause harm were in water supplies 35 times this level. What does ""as high as"" mean? Did they run the test 100 times, and it came up that high once? Extraneous data points are generally thrown out in scientific studies. How were these tests tabulated?<br />4) The alerts were MUCH higher for the other products tested (energy bars, etc) which had 20+ times the limits allowed in US drinking water.<br />5) Which is worse? Still-quite-low amounts of arsenic, or the only alternatives which contain melamine, aluminum, BPA and/or hexane.<br />6) Are these recent reports an attempt to halt a shift of buyers away from these other brands? Maybe not, but...<br /><br />In any case, for now we're sticking with this product. Ultimately, our baby's digestive system seems to prefer it, he REALLY likes it, and it still seems to be the best/safest option available. I just hope they don't go out of business as a result of this mass-scare..."
B002FJM9SU,1,BE AWARE: Loved this formula UNTIL the arsenic research came out,"Studies show high levels of arsenic in this formula due to the organic brown rice syrup.  Nature's Only is refuting the studies that show that the arsenic levels are a concern, but I think they are making small talk of a big problem.  On their website, they are talking about ""adult"" exposure.  As any parent knows, a child's body (and digestive system, and metabolism) are vastly different from an adult's.  Children are developing, and take in a much higher amount of calories vs. body mass, and are much more heavily influenced by toxins in their developing system.  Nature's own comparing it to an average adult intake in water is almost comical if it is supposed to be reassuring, it is like comparing cherries to grapefruit.  I'm upset that I purchased a 3 pk immediately before the studies came out, and would like to get my money back.  My daughter is 14 months and no longer 'needs' a formula supplement, so we will forego it, all of the regular types you find on the store shelves smell awful, and are full of concerning ingredients, so we are just going to go pure and simple with organic dairy and goatsmilk products instead."
B002FJM9SU,3,I so wanted to love this stuff :(,"My baby had been on other name brand formulas for a few months with no problems when I read that many of those formulas are made with corn byproducts and corn syrup solids. I am worried about childhood obesity and since I was physically unable to nurse after 6 weeks (mastitis took my supply), I wanted a healthier option. Enter Baby's Only. Moms had raved about it online and I could get it locally at our Whole Foods. Moms had also conversely said it constipated their babies so I was cautious. I mixed it appropriately and boom. Within 2 bottles-worth, my infant was constipated.  I thought it would be ok and we could work through it but it ended up constipating him so badly that I had to start giving him pear juice and extra water to ease it. But I kept with it because he has always had stomach issues and I thought it would work itself out.<br /><br />Then we went to my mom's and I bought a different name brand formula, because I was out of the BO. And boom, the opposite. He pooped and pooped and pooped after only 1 bottle of the different formula. I knew then that I had no other choice but to go back.<br /><br />Pros- smells great, more like milk than some of the other formulas. My baby really liked the taste.<br />Is truly healthy for baby (I believe).<br /><br />Cons- constipation, constipation, constipation.<br /><br />I really wanted this stuff to work but I just can't keep buying it knowing it makes my baby sick. :("
B002FJM9SU,5,Don't believe the hype people!! Please don't give up this company!,"This formula is the best out there. Don't be a media-hype sucker. The media are well paid to produce unnecessary hysteria by big business like Hain Celestial Group who happen to produce EVERY organic baby formula including the store brands, except Nature's Only. A little convenient no? Look, EVERY piece of produce you eat, organic or not, and anything produced from that produce has arsenic along with many other heavy metals in it, from past pesticide abuse. Your tap water, well water, even the bottled spring water and juices you drink have more arsenic in them in some cases than this formula. The Dartmouth Doctor who did the testing has admitted as much plus stated the testing they used has an inaccuracy of up to 40%! They did not use the government standard. To boot the other formulas use corn syrup which was recently found to have high levels of mercury and that stupid Life's DHA which is derived from algae using horrible chemicals like hexane. You are telling me that's safer?<br />My daughter has thrived on this formula. I have never had to switch her from anything. Once I stopped breastfeeding, I went right to this and have never had issues. My older son on the other hand, I had to switch the big brand formulas like five time to finally have one that didn't make him sick with digestive issues and colic plus eczema! By that point he was almost off of formula. I swore I would not make the same mistake again and I fully trust and believe in this formula.<br /> I am so tired of this world's misinformation for financial gain at the cost of our health. Please do some research about EVERYTHING you put in your and your children's mouths before you put it in you. The reality is that this one news story has possibly permanently damaged a reputable small business trying to feed our kids right."
B002FJM9SU,1,News and report links - arsenic found in this type of baby formula,"UPDATE: Diane Sawyer of ABC World News Tonight did a whole segment on this and identified Nature's One as the formula tested. Dr Richard Besser, Chief Health and Medical Editor says that with ""infants and children, and developing brains and bodies, doctors simply do not know what levels of arsenic are safe... there are currently no standards in place today"". He also addresses Nature One's response. Andrea Rock of Consumers reports also weighs in on this news story. See comments section for all links.<br /><br />This the original article, published by Environmental Health Perspectives. The full study can be down loaded on the same page using the links on the upper right hand side.<br /><br />Title: ""Arsenic, Organic Foods, and Brown Rice Syrup""<br />Corresponding Author: Brian P. Jackson, Brian Jackson, Ph.D., Director, Trace Element Analysis Core<br />Dartmouth College, Hanover, NH, 03755<br />Other authors: Vivien F. Taylor, Margaret R. Karagas, Tracy Punshon, Kathryn L. Cottingham<br />Date: Published online February 16, 2012<br />Full contact information for the corresponding author, phone, fax, e-mail etc is found on page 2 of the study.<br /><br />***<br /><br />I was looking for a formula for my toddlers and was shocked to learn today that those made with organic brown rice syrup contain particularly high levels of arsenic, compared with products without this syrup.<br /><br />Seventeen baby formulas were tested in the Darmouth College study. According to the Today show, ""Two of the infant formulas contained organic brown rice syrup as their primary ingredient. These products had arsenic levels 20 to 30 times that of the other infant formulas.. The amount of arsenic consumed by an infant could be significant depending on which formula they drank.. arsenic exposure early in life may increase the risk for health problems later on.""<br /><br />The study, published in Environmental Health Perspectives, indicates that organic infant milk formula containing OBRS as the primary ingredient had total concentrations up to six times the EPA safe drinking water limit.<br /><br />The formulas tested were not named but a quick search turned up that Baby's Only organic toddler formula - both dairy and soy - uses brown rice syrup as its main source of carbohydrate. I for one will be passing on this product."
B002FJM9SU,5,Good formula option.,"I breastfeed probably 90%-95%. I bought this formula for the few occasions when I need to leave my baby and I don't have any pumped breastmilk. I was going to buy the Earth's best brand until I read the reviews and discovered that the DHA that is added to it (and all other formulas that have DHA) is extracted using a dangerous chemical called Hexane. Of course the manufacturer claims that all of it is evaporated, but why take a chance."
B002FJM9SU,5,Pediatrician Ok'd -- Great for my baby,"I recently started using this formula as a supplement to breastfeeding for my 9 month old. I did a lot of research before making the decision. For me, the use of brown rice syrup rather than corn syrup or sucrose was a plus, as was the fact that this formula does not include hexane-produced dha. This formula also seems much closer to breastmilk than other formulas we considered (taste and smell) and my daughter has had no issues with it's addition to her diet. Of course, I was concerned about the recent reports of ""high"" arsenic levels and temporarily stopped giving the formula to my daughter until I could discuss the issue with our pediatrician. Our pediatrician has been following the issue and has no concerns about the safety of this formula, so we will continue to use it. Do your research and talk to your doctor. Also, be wary of internet claims -- some reviews have stated that this formula was recalled in Canada. I have tried to locate information about this alleged recall, and I can't find anything about it."
